XXXXX;XXXX;;;;;;;;;;;;;x
annex_HNG_title;借道伐戎;;;;;;;;;;X
annex_HNG_desc;彼韩国，不修贡职，不勤王事，有诸夏之名，行夷狄之实，我乃周之侯伯，此我有与焉。;;;;;;;;;;X
annex_XUN_title;惩罚不义;;;;;;;;;;X
annex_XUN_desc;我有职田，勤贡王享。我有嘉禾，福寿且长。咨尔郇国，文王之昭，夺我职田，掠我西鄙。以长凌幼，天其诛之！;;;;;;;;;;X
jiadaofaguo1_title;假途伐虢;;;;;;;;;;X
jiadaofaguo1_desc;虞与虢，我之逋逃薮也。彼不尊文王之成法，吾必惩之。今先以宝马宝玉借道于虞国，可先一举而取虢国。;;;;;;;;;;X
jiadaofaguo2_title;假途伐虢;;;;;;;;;;X
jiadaofaguo2_desc;虞与虢，我之逋逃薮也。彼不尊文王之成法，吾必惩之。今虢国已灭，可令三军于回师之日破灭虞国。;;;;;;;;;;X
annex_DAR_title;征服大戎;;;;;;;;;;X
annex_DAR_desc;大戎者，西戎之分部也，居于河水之东，以狐氏为长，其地多山而贫瘠，部众分散，今可伐之。;;;;;;;;;;X
annex_WEO_title;征服魏国;;;;;;;;;;X
annex_WEO_desc;河东之地，西连丰镐，东抵中国，南控崤函，盐铁出其间，此天所以兴晋国，彼魏国，虽言无罪，弱小其罪，今可取其土。;;;;;;;;;;X
annex_HUO_title;征服霍国;;;;;;;;;;X
annex_HUO_desc;河东之地，西连丰镐，东抵中国，南控崤函，盐铁出其间，此天所以兴晋国，彼霍国，虽言无罪，弱小其罪，今可取其土。;;;;;;;;;;X
annex_YNG_title;征服杨国;;;;;;;;;;X
annex_YNG_desc;河东之地，西连丰镐，东抵中国，南控崤函，盐铁出其间，此天所以兴晋国，彼杨国，虽言无罪，弱小其罪，今可取其土。;;;;;;;;;;X
annex_QUW_title;统一晋国;;;;;;;;;;X
annex_QUW_desc;悠悠苍天，汝实鉴之。国家数乱，源出曲沃。贼臣不灭，晋难不休。;;;;;;;;;;X
annex_JIN_title;统一晋国;;;;;;;;;;X
annex_JIN_desc;晋与曲沃，兄弟之邦也。晋有乱，曲沃辄扶助之。今晋室不协，上下相攻，吾曲沃虽小邦，晋侯之胤也。匡正晋室，舍我其谁。;;;;;;;;;;X
improve_relations_with_QIN_title;秦晋之好;;;;;;;;;;X
improve_relations_with_QIN_desc;秦国，吾西鄙之大邦也，素有问鼎之志，若约为婚姻，可免兵祸西连，吾邦可专兵东向也。;;;;;;;;;;X
Dominate_the_central_plains_jin_title;称霸中原;;;;;;;;;;X
Dominate_the_central_plains_jin_desc;蛮夷相交攻，中国之不绝若缕。晋，河东之大国，周邦之北伯，匡扶华夏，岂可舍诸！;;;;;;;;;;X
The_conquest_of_Henei_title;平定河内;;;;;;;;;;X
The_conquest_of_Henei_desc;河内之地，天王之劳晋侯也。然河内之民抗王命而不遵，不服晋侯，今当以德服之，收其民心。;;;;;;;;;;X
The_conquest_of_liangzhou_title;征服西戎;;;;;;;;;;X
The_conquest_of_liangzhou_desc;陇西，西戎群居之地，如今我国甲兵之利，可以灭掉西戎，平定祸患！百年戎狄屡犯边，今朝我王破之还，岁岁年年居西处，身处西鄙心向周，灭国十二平西戎，函谷在手拒关东！关西不缺五十年，入住中原又何妨？;;;;;;;;;;X
client_zheng_title;附庸郑国;;;;;;;;;;X
client_zheng_desc;郑，周室之东藩，四方通衢之地，当绝他国问鼎之通途，固我国之霸业。;;;;;;;;;;X
client_song_title;附庸宋国;;;;;;;;;;X
client_song_desc;宋，天下布武之地也，东连淮夷，西接周郑，北指齐鲁，南通吴楚，若能操之在手，天下必当我有。;;;;;;;;;;X
attack_chu_title;阻止楚国扩张;;;;;;;;;;X
attack_chu_desc;彼楚，蛮夷也，僭称王爵，凌辱中国。盛兵耀武，天下噤声。我有道之邦，六军用命，必能驱楚蛮而救华夏。;;;;;;;;;;X
Save_governors_title;解救诸侯;;;;;;;;;;X
Save_governors_desc;楚人入主中原而臣服诸侯，如宋郑卫之大国亦不能免。诸夏之贵胄也，岂可久沦蛮夷之手。;;;;;;;;;;X
revive_the_state_of_jin_title;复兴晋室;;;;;;;;;;X
revive_the_state_of_jin_desc;彼赵魏韩三家篡有君主之城池土地久矣，晋君反为其臣属。然陪臣岂可久执国命，今日晋当复兴矣！;;;;;;;;;;X
blow_GAL_or_LUS_or_LIY_title;打击赤狄;;;;;;;;;;X
blow_GAL_or_LUS_or_LIY_desc;彼赤狄，朝夕苛我边鄙，使无日以牧田野，此国之大患，不可不除。;;;;;;;;;;X
improve_relations_with_BAI_title;交好白狄;;;;;;;;;;X
improve_relations_with_BAI_desc;彼白狄，数慕诸夏。今遣使交好吾国，君上其允之，利我边鄙。;;;;;;;;;;X
zhengfuhengshan_title;征服衡山;;;;;;;;;;X
zhengfuhengshan_desc;南岳衡山，北连淮水，南衔长江，居于形胜之地，而控辖武昌之险要，此东征先决之地，当先取之。;;;;;;;;;;X
zhengfujiujiang_title;征服九江;;;;;;;;;;X
zhengfujiujiang_desc;九江通衢，居于彭蠡之间，多有鱼蟹出其间，其南又有沃野千里，此天之遗我，不取何为？;;;;;;;;;;X
client_chen_title;附庸陈国;;;;;;;;;;X
client_chen_desc;陈之戆也甚矣，杀我行吏，又侵我边鄙，今王莅于军中，访于令尹，其必致意也乎！;;;;;;;;;;X
client_cai_title;附庸蔡国;;;;;;;;;;X
client_cai_desc;彼辈自我师入于申、邓，即同郑、陈谋而欲伐我，我亦何罪之有，彼辈竟意欲除之而后快，今王兴申、邓之众，将往而致意焉。;;;;;;;;;;X
annex_SHE_title;征服申国;;;;;;;;;;X
annex_SHE_desc;彼申国，吾王之舅也，然亦欲图我，期年兵锋南指，边邑忷忷，国中扰扰，甚矣！;;;;;;;;;;X
annex_XIG_title;征服息国;;;;;;;;;;X
annex_XIG_desc;息侯之无礼也甚矣。王女过境，何敢不具牺牲以从之。吾必报之！;;;;;;;;;;X
annex_XBGDBG_title;征服东西不羹;;;;;;;;;;X
annex_XBGDBG_desc;东西不羹，可赋千乘之大邑也，北临汝、颍、伊洛之地，君王其有意乎。;;;;;;;;;;X
annex_SUI_title;征服随国;;;;;;;;;;X
annex_SUI_desc;汉东诸姬，以随为大，随涨，势不利我，宜早图之。;;;;;;;;;;X
annex_JAG_title;征服江国;;;;;;;;;;X
annex_JAG_desc;彼嬴姓之夷也，数不尊大国朝会之礼，又傲慢为辞，不修玉帛之礼，吾必击灭之。;;;;;;;;;;X
annex_HUA_title;征服黄国;;;;;;;;;;X
annex_HUA_desc;彼恃与齐，盟诸侯，不贡职于我，耻莫大焉，必将往伐之。;;;;;;;;;;X
annex_EGU_title;征服贰国;;;;;;;;;;X
annex_EGU_desc;昔日汉东之诸侯，风雨过后，零落飞散，十不余一，然除恶务尽，此亦生存之法也。;;;;;;;;;;X
