;;;;;;;X
monarch_territory;君主直辖. ;;;;;;;;;;X
desc_monarch_territory;君主直辖就是直接接受中央领导的省份，君主完全掌握财政和人力，自由任免官员，可以说是最有效的一种管理方式，但受限于政治发展水平与交通限制，很难将直辖方式扩展到太边远的地区. ;;;;;;;;;;X
noble_territory;公家封地. ;;;;;;;;;;X
desc_noble_territory;公家，即是君主的兄弟、叔侄等关系较为接近的亲属，在春秋时期，中原各国公家实力都很强大，把持了国家的重要资源，但也是拱卫君主统治的重要力量。;;;;;;;;;;X
vassal_territory;卿士封邑. ;;;;;;;;;;X
desc_vassal_territory;卿士是君主旁支或者异姓的贵族，他们相对公家更有进取心，热心自己封邑的建设。但士卿家族把家族利益置于首位，相互倾轧，一旦一方势力膨胀，将会成为国家的安全隐患. ;;;;;;;;;;X
jinwugongzu1;公家封地. ;;;;;;;;;;X
desc_jinwugongzu1;公家，即是君主的兄弟、叔侄等关系较为接近的亲属，在春秋时期，中原各国公家实力都很强大，把持了国家的重要资源，但也是拱卫君主统治的重要力量。;;;;;;;;;;X
jinwugongzu2;卿士封邑. ;;;;;;;;;;X
desc_jinwugongzu2;卿士是君主旁支或者异姓的贵族，他们相对公家更有进取心，热心自己封邑的建设。但士卿家族把家族利益置于首位，相互倾轧，一旦一方势力膨胀，将会成为国家的安全隐患. ;;;;;;;;;;X
monarch_territory_number;君主直辖省份数目. ;;;;;;;;;;X
EVTNAME1501;领地系统初始化;;;;;;;;;;X
EVTDESC1501;春秋时期，受限制于生产力发展水平，君主无法直接掌控全国土地，各国领地的实际分配是封臣封邑制度、郡县的混合. 游戏开始时，如果您选择的是文明国家，那么你的所有领土将会进行一次领地分配，之后如何合理地调配领地划分，平衡国家内各支势力，将是游戏中重要的部分。;;;;;;;;;;X
EVTOPTA1501;巡视全国省份呢. ;;;;;;;;;;X
EVTNAME1502;领土易手;;;;;;;;;;;;;x;
EVTDESC1502;中原各国疆域发生了一些变化，需要重新分配领地类型;;;;;;;;;;;;;x;
EVTOPTA1502;随机分配;;;;;;;;;;;;;x;
EVTNAME1503;分封公家;;;;;;;;;;;;;x;
EVTDESC1503;新君即位，海内不安，当广封君王之兄弟，众建诸侯以拱卫中央，此诚长治久安之计也！;;;;;;;;;;;;;x;
EVTOPTA1503;择险要富庶之地以为封邑;;;;;;;;;;;;;x;
EVTOPTB1503;封赏可矣，不必裂土而封;;;;;;;;;;;;;x;
EVTNAME1504;公家无道;;;;;;;;;;;;;x;
EVTDESC1504;$PROVINCENAME$所封公家，曾祖之子嗣，今治邑无道，使人民困顿，当遣使者责问之。;;;;;;;;;;;;;x;
EVTOPTA1504;收其封邑，废为庶人;;;;;;;;;;;;;x;
EVTOPTB1504;申饬其人，存其爵位;;;;;;;;;;;;;x;
EVTNAME1505;分封士卿;;;;;;;;;;;;;x;
EVTDESC1505;国家用人之际，凡有大功于国家者，当赐予其封地以为嘉奖，此诚长治久安之计也！;;;;;;;;;;;;;x;
EVTOPTA1505;择险要富庶之地以为封邑;;;;;;;;;;;;;x;
EVTOPTB1505;封赏可矣，不必裂土而封;;;;;;;;;;;;;x;
EVTNAME1506;士卿失德;;;;;;;;;;;;;x;
EVTDESC1506;$PROVINCENAME$所封士卿，治城不善，多有荒淫无道之行，民怨载道，当遣使者责问之。;;;;;;;;;;;;;x;
EVTOPTA1506;收其封邑，废为庶人;;;;;;;;;;;;;x;
EVTOPTB1506;申饬其人，存其爵位;;;;;;;;;;;;;x;
EVTNAME1507;公家失势;;;;;;;;;;;;;x;
EVTDESC1507;随着国家政治力量的变迁，原有的力量平衡在发生变化，$PROVINCENAME$现在由士卿集团控制，原有的公家贵族不再是这里的封地主人。;;;;;;;;;;;;;x;
EVTOPTA1507;势力演替;;;;;;;;;;;;;x;
EVTNAME1523;士卿失势;;;;;;;;;;;;;x;
EVTDESC1523;随着国家政治力量的变迁，原有的力量平衡在发生变化，$PROVINCENAME$现在由公家集团控制，原有的士卿大夫不再是这里的封地主人。;;;;;;;;;;;;;x;
EVTOPTA1523;势力演替;;;;;;;;;;;;;x;
EVTNAME1508;公家不满. ;;;;;;;;;;X
