XXXXX;XXXX;;;;;;;;;;;;;x
wenjizhouding_title;冀州鼎;;;;;;;;;;X
wenjizhouding_desc;冀州鼎;;;;;;;;;;X
jizhouding;冀州鼎;;;;;;;;;;X
desc_jizhouding;冀州鼎;;;;;;;;;;X
wenyouzhouding_title;幽州鼎;;;;;;;;;;X
wenyouzhouding_desc;幽州鼎;;;;;;;;;;X
youzhouding;幽州鼎;;;;;;;;;;X
desc_youzhouding;幽州鼎;;;;;;;;;;X
wenqingzhouding_title;青州鼎;;;;;;;;;;X
wenqingzhouding_desc;青州鼎;;;;;;;;;;X
qingzhouding;青州鼎;;;;;;;;;;X
desc_qingzhouding;青州鼎;;;;;;;;;;X
wenxuzhouding_title;徐州鼎;;;;;;;;;;X
wenxuzhouding_desc;徐州鼎;;;;;;;;;;X
xuzhouding;徐州鼎;;;;;;;;;;X
desc_xuzhouding;徐州鼎;;;;;;;;;;X
wenyangzhouding_title;扬州鼎;;;;;;;;;;X
wenyangzhouding_desc;扬州鼎;;;;;;;;;;X
yangzhouding;扬州鼎;;;;;;;;;;X
desc_yangzhouding;扬州鼎;;;;;;;;;;X
wenjingzhouding_title;荆州鼎;;;;;;;;;;X
wenjingzhouding_desc;荆州鼎;;;;;;;;;;X
jingzhouding;荆州鼎;;;;;;;;;;X
desc_jingzhouding;荆州鼎;;;;;;;;;;X
wenyizhouding_title;益州鼎;;;;;;;;;;X
wenyizhouding_desc;益州鼎;;;;;;;;;;X
yizhouding;益州鼎;;;;;;;;;;X
desc_yizhouding;益州鼎;;;;;;;;;;X
wenliangzhouding_title;凉州鼎;;;;;;;;;;X
wenliangzhouding_desc;凉州鼎;;;;;;;;;;X
liangzhouding;凉州鼎;;;;;;;;;;X
desc_liangzhouding;凉州鼎;;;;;;;;;;X
wenbingzhouding_title;并州鼎;;;;;;;;;;X
wenbingzhouding_desc;并州鼎;;;;;;;;;;X
bingzhouding;并州鼎;;;;;;;;;;X
desc_bingzhouding;并州鼎;;;;;;;;;;X
EVTNAME500100;九州鼎;;;;;;;;;;X,,,,,
EVTDESC500100;夏王所铸象征天下的九州鼎;;;;;;;;;;X,,,,,
EVTOPTA500100;有德之人居之;;;;;;;;;;X,,,,,
EVTNAME500101;大国问鼎;;;;;;;;;;X,,,,,
EVTDESC500101;竟然有国索要我周自武王便传过来的九鼎！;;;;;;;;;;X,,,,,
EVTOPTA500101;大逆不道;;;;;;;;;;X,,,,,
EVTOPTB500101;有德之人居之;;;;;;;;;;X,,,,,
EVTNAME500102;九鼎buff;;;;;;;;;;X,,,,,
EVTDESC500102;实现九鼎省份buff的事件;;;;;;;;;;X,,,,,
EVTOPTA500102;九鼎;;;;;;;;;;X,,,,,
dingjiuzhouding_title;定鼎;;;;;;;;;;X
dingjiuzhouding_desc;自动检测达成条件没有，如果成功这个决议会消失，反之则失败。不要一直点，检测非常占用性能。;;;;;;;;;;X
