XXXXX;XXXX;;;;;;;;;;;;;x
kaiqijingxihuazhongtian_title;开启精细化种田;;;;;;;;;;X
kaiqijingxihuazhongtian_desc;精细化种田介绍\n--------------\n精细化种田分为四个部分分别为：循环，高建，速建，扩建。点击此决议解锁四个子决议开关，以解锁相应内容（在省份决议里），具体说明请观看子决议的介绍（开启的介绍机制，关闭的介绍效果），感谢游玩，玩的开心。\n--------------\n如有建议，反馈buf，请备注来意联系qq2371573448解决（不明来意的骚扰太多了，请备注来意，否则可能会被作者当作骚扰而忽略）。qq群728518075欢迎来联机，有对游戏修改有任何灵感都可向群ID工厂的人提出，合理内容将会上线在多人联机版本，不合理内容也可以抽空做一下私发给你玩单机（免费）。;;;;;;;;;;X
guanbijingxihuazhongtian_title;关闭精细化种田;;;;;;;;;;X
guanbijingxihuazhongtian_desc;精细化种田介绍\n--------------\n精细化种田分为四个部分分别为：循环，高建，速建，扩建。点击此决议解锁四个子决议开关，以解锁相应内容（在省份决议里），具体说明请观看子决议的介绍（开启的介绍机制，关闭的介绍效果），感谢游玩，玩的开心。\n--------------\n如有建议，反馈buf，请备注来意联系qq2371573448解决（不明来意的骚扰太多了，请备注来意，否则可能会被作者当作骚扰而忽略）。qq群728518075欢迎来联机，有对游戏修改有任何灵感都可向群ID工厂的人提出，合理内容将会上线在多人联机版本，不合理内容也可以抽空做一下私发给你玩单机（免费）。;;;;;;;;;;X
kaiqijingxihuazhongtianxunhuan_title;开启循环;;;;;;;;;;X
kaiqijingxihuazhongtianxunhuan_desc;循环：拥有四级建筑，及对应条件（理念政策顾问）可解锁。效果将在“正在建造”消失后由事件触发。每多满足一个条件，对应六级建筑，满级国策。则返还一官员（最多返四）。;;;;;;;;;;X
guanbijingxihuazhongtianxunhuan_title;关闭循环;;;;;;;;;;X
guanbijingxihuazhongtianxunhuan_desc;农政：一税基。\n--------------\n军事：2单位后备（相当于征兵事件花费一百块钱那个）。\n--------------\n文化：基础5000人口，概率获得额外人口，小概率改变地区文化（数学期望值为种二十年文化）。\n--------------\n工业：15%工业效率，-5%募兵时间。\n--------------\n商业：15%本地贸易额，20%军队移动速度。\n--------------\n要塞：20%本地防御效率10%间谍防御效率0.5本地补给;;;;;;;;;;X
kaiqijingxihuazhongtiangaojian_title;开启高建;;;;;;;;;;X
kaiqijingxihuazhongtiangaojian_desc;特别的建造可以建造额外的高级建筑;;;;;;;;;;X
guanbijingxihuazhongtiangaojian_title;关闭高建;;;;;;;;;;X
guanbijingxihuazhongtiangaojian_desc;基础上限三个高级建筑，每五点税基增加一个，当十五税基则可以修满高级建筑;;;;;;;;;;X
kaiqijingxihuazhongtiansujian_title;开启速建;;;;;;;;;;X
kaiqijingxihuazhongtiansujian_desc;你可能会质疑谁会花一千块五官员修个四级建筑，但确实有可能有用。;;;;;;;;;;X
guanbijingxihuazhongtiansujian_title;关闭速建;;;;;;;;;;X
guanbijingxihuazhongtiansujian_desc;无论几个建筑，只要没四级的都可以花费钱官员瞬间修到四级;;;;;;;;;;X
kaiqijingxihuazhongtiankuojian_title;开启扩建;;;;;;;;;;X
kaiqijingxihuazhongtiankuojian_desc;拥有唯一建筑的省份可解锁扩大唯一建筑收益;;;;;;;;;;X
guanbijingxihuazhongtiankuojian_title;关闭扩建;;;;;;;;;;X
guanbijingxihuazhongtiankuojian_desc;扩建花费递增，一级花费一千，二级花费两千。首付一千，建完结算尾款。;;;;;;;;;;X
jingxihuazhongtiannongzhengxunhuan_title;精种-循环-农政;;;;;;;;;;X
jingxihuazhongtiannongzhengxunhuan_desc;与民同耕/私田耕作/山林隐匿;;;;;;;;;;X
jingxihuazhongtianjunshixunhuan_title;精种-循环-军事;;;;;;;;;;X
jingxihuazhongtianjunshixunhuan_desc;奖励耕战/君主集权/征兵官员;;;;;;;;;;X
jingxihuazhongtianwenhuaxunhuan_title;精种-循环-文化;;;;;;;;;;X
jingxihuazhongtianwenhuaxunhuan_desc;设立官学/尚今思新/济世医者;;;;;;;;;;X
jingxihuazhongtiangongyexunhuan_title;精种-循环-工业;;;;;;;;;;X
jingxihuazhongtiangongyexunhuan_desc;封邑建设/盐铁均属/当政公卿;;;;;;;;;;X
jingxihuazhongtianshangyexunhuan_title;精种-循环-商业;;;;;;;;;;X
jingxihuazhongtianshangyexunhuan_desc;千乘之国/四海通商/商人巨贾;;;;;;;;;;X
jingxihuazhongtianyaosaixunhuan_title;精种-循环-要塞;;;;;;;;;;X
jingxihuazhongtianyaosaixunhuan_desc;兼爱非攻/持盈守成/防御专家;;;;;;;;;;X
jingxihuazhongtiangaojijianzhunongzheng_title;精种-高建-农政;;;;;;;;;;X
jingxihuazhongtiangaojijianzhunongzheng_desc;五税修四，十税修五，十五修满;;;;;;;;;;X
jingxihuazhongtiangaojijianzhujunshi_title;精种-高建-军事;;;;;;;;;;X
jingxihuazhongtiangaojijianzhujunshi_desc;五税修四，十税修五，十五修满;;;;;;;;;;X
jingxihuazhongtiangaojijianzhuwenhua_title;精种-高建-文化;;;;;;;;;;X
jingxihuazhongtiangaojijianzhuwenhua_desc;五税修四，十税修五，十五修满;;;;;;;;;;X
jingxihuazhongtiangaojijianzhugongye_title;精种-高建-工业;;;;;;;;;;X
jingxihuazhongtiangaojijianzhugongye_desc;五税修四，十税修五，十五修满;;;;;;;;;;X
jingxihuazhongtiangaojijianzhushangye_title;精种-高建-商业;;;;;;;;;;X
jingxihuazhongtiangaojijianzhushangye_desc;五税修四，十税修五，十五修满;;;;;;;;;;X
jingxihuazhongtiangaojijianzhuyaosai_title;精种-高建-要塞;;;;;;;;;;X
jingxihuazhongtiangaojijianzhuyaosia_desc;五税修四，十税修五，十五修满;;;;;;;;;;X
jingxihuazhongtiansujiannongzheng_title;精种-速建-农政;;;;;;;;;;X
jingxihuazhongtiansujiannongzheng_desc; $COUNTRY$ 速度！;;;;;;;;;;X
jingxihuazhongtiansujianjunshi_title;精种-速建-军事;;;;;;;;;;X
jingxihuazhongtiansujianjunshi_desc; $COUNTRY$ 速度!;;;;;;;;;;X
jingxihuazhongtiansujianwenhua_title;精种-速建-文化;;;;;;;;;;X
jingxihuazhongtiansujianwenhua_desc; $COUNTRY$ 速度!;;;;;;;;;;X
jingxihuazhongtiansujiangongye_title;精种-速建-工业;;;;;;;;;;X
jingxihuazhongtiansujiangongye_desc; $COUNTRY$ 速度!;;;;;;;;;;X
jingxihuazhongtiansujianshangye_title;精种-速建-商业;;;;;;;;;;X
jingxihuazhongtiansujianshangye_desc; $COUNTRY$ 速度!;;;;;;;;;;X
jingxihuazhongtiansujianyaosai_title;精种-速建-要塞;;;;;;;;;;X
jingxihuazhongtiansujianyaosia_desc; $COUNTRY$ 速度！;;;;;;;;;;X
jingxihuazhongtiankuojianneishi_title;精种-扩建-内史;;;;;;;;;;X
